task	train	eval	split	family	auroc	auprc	n_sites	pos_rate	auroc_base	auprc_base	n_sites_base	pos_rate_base	d_auroc	d_auprc
phosphorylation_y	rebuilt	rebuilt	1	interaction_perm	0.7986	0.4568	6859	0.1717	0.8105	0.4855	6859	0.1717	-0.0119	-0.0287
phosphorylation_y	rebuilt	replica	1	interaction_perm	0.7897	0.4509	6633	0.1776	0.8038	0.4834	6633	0.1776	-0.0141	-0.0325
phosphorylation_y	rebuilt	rebuilt	1	prott5_perm	0.8006	0.4566	6859	0.1717	0.8105	0.4855	6859	0.1717	-0.0098	-0.0289
phosphorylation_y	rebuilt	replica	1	prott5_perm	0.7942	0.4474	6633	0.1776	0.8038	0.4834	6633	0.1776	-0.0097	-0.0360
phosphorylation_y	rebuilt	rebuilt	2	esm2_perm	0.8021	0.4533	7095	0.1614	0.8023	0.4597	7095	0.1614	-0.0002	-0.0064
phosphorylation_y	rebuilt	replica	2	esm2_perm	0.8058	0.4532	7086	0.1616	0.8041	0.4628	7086	0.1616	0.0017	-0.0095
phosphorylation_y	rebuilt	rebuilt	2	interaction_perm	0.7904	0.4164	7095	0.1614	0.8023	0.4597	7095	0.1614	-0.0119	-0.0433
phosphorylation_y	rebuilt	replica	2	interaction_perm	0.7907	0.4206	7086	0.1616	0.8041	0.4628	7086	0.1616	-0.0134	-0.0422
phosphorylation_y	rebuilt	rebuilt	2	prott5_perm	0.7960	0.4367	7095	0.1614	0.8023	0.4597	7095	0.1614	-0.0063	-0.0229
phosphorylation_y	rebuilt	replica	2	prott5_perm	0.7969	0.4303	7086	0.1616	0.8041	0.4628	7086	0.1616	-0.0072	-0.0324
phosphorylation_y	replica	rebuilt	0	esm2	0.8132	0.4692	7010	0.1641	0.7914	0.4421	7010	0.1641	0.0218	0.0271
phosphorylation_y	replica	replica	0	esm2	0.8510	0.5699	7194	0.1599	0.7870	0.4257	7194	0.1599	0.0639	0.1442
phosphorylation_y	replica	rebuilt	0	interaction	0.8031	0.4542	7010	0.1641	0.7914	0.4421	7010	0.1641	0.0117	0.0121
phosphorylation_y	replica	replica	0	interaction	0.8198	0.4759	7194	0.1599	0.7870	0.4257	7194	0.1599	0.0327	0.0502
phosphorylation_y	replica	rebuilt	0	prott5	0.8121	0.4533	7010	0.1641	0.7914	0.4421	7010	0.1641	0.0207	0.0112
phosphorylation_y	replica	replica	0	prott5	0.8592	0.5783	7194	0.1599	0.7870	0.4257	7194	0.1599	0.0722	0.1526
phosphorylation_y	replica	rebuilt	1	esm2	0.8191	0.4784	6859	0.1717	0.8052	0.4632	6859	0.1717	0.0139	0.0152
phosphorylation_y	replica	replica	1	esm2	0.8517	0.5839	6633	0.1776	0.8013	0.4623	6633	0.1776	0.0504	0.1216
phosphorylation_y	replica	rebuilt	1	interaction	0.8066	0.4737	6859	0.1717	0.8052	0.4632	6859	0.1717	0.0014	0.0105
phosphorylation_y	replica	replica	1	interaction	0.8205	0.5143	6633	0.1776	0.8013	0.4623	6633	0.1776	0.0192	0.0520
phosphorylation_y	replica	rebuilt	1	prott5	0.8173	0.4840	6859	0.1717	0.8052	0.4632	6859	0.1717	0.0121	0.0208
phosphorylation_y	replica	replica	1	prott5	0.8539	0.5924	6633	0.1776	0.8013	0.4623	6633	0.1776	0.0526	0.1301
phosphorylation_y	replica	rebuilt	2	esm2	0.8141	0.4556	7095	0.1614	0.8050	0.4602	7095	0.1614	0.0090	-0.0046
phosphorylation_y	replica	replica	2	esm2	0.8619	0.5985	7086	0.1616	0.8069	0.4634	7086	0.1616	0.0550	0.1351
phosphorylation_y	replica	rebuilt	2	interaction	0.7916	0.4299	7095	0.1614	0.8050	0.4602	7095	0.1614	-0.0134	-0.0303
phosphorylation_y	replica	replica	2	interaction	0.8122	0.4781	7086	0.1616	0.8069	0.4634	7086	0.1616	0.0053	0.0147
phosphorylation_y	replica	rebuilt	2	prott5	0.8120	0.4378	7095	0.1614	0.8050	0.4602	7095	0.1614	0.0070	-0.0224
phosphorylation_y	replica	replica	2	prott5	0.8683	0.6078	7086	0.1616	0.8069	0.4634	7086	0.1616	0.0614	0.1444
phosphorylation_y	replica	rebuilt	0	esm2_perm	0.7866	0.4217	7010	0.1641	0.7914	0.4421	7010	0.1641	-0.0048	-0.0204
phosphorylation_y	replica	replica	0	esm2_perm	0.7832	0.4124	7194	0.1599	0.7870	0.4257	7194	0.1599	-0.0038	-0.0132
phosphorylation_y	replica	rebuilt	0	interaction_perm	0.7745	0.4056	7010	0.1641	0.7914	0.4421	7010	0.1641	-0.0168	-0.0365
phosphorylation_y	replica	replica	0	interaction_perm	0.7733	0.3920	7194	0.1599	0.7870	0.4257	7194	0.1599	-0.0138	-0.0337
phosphorylation_y	replica	rebuilt	0	prott5_perm	0.7877	0.4246	7010	0.1641	0.7914	0.4421	7010	0.1641	-0.0036	-0.0175
phosphorylation_y	replica	replica	0	prott5_perm	0.7835	0.4037	7194	0.1599	0.7870	0.4257	7194	0.1599	-0.0035	-0.0220
phosphorylation_y	replica	rebuilt	1	esm2_perm	0.7908	0.4427	6859	0.1717	0.8052	0.4632	6859	0.1717	-0.0144	-0.0205
phosphorylation_y	replica	replica	1	esm2_perm	0.7825	0.4249	6633	0.1776	0.8013	0.4623	6633	0.1776	-0.0189	-0.0374
phosphorylation_y	replica	rebuilt	1	interaction_perm	0.7921	0.4360	6859	0.1717	0.8052	0.4632	6859	0.1717	-0.0131	-0.0272
phosphorylation_y	replica	replica	1	interaction_perm	0.7884	0.4373	6633	0.1776	0.8013	0.4623	6633	0.1776	-0.0129	-0.0250
phosphorylation_y	replica	rebuilt	1	prott5_perm	0.7952	0.4411	6859	0.1717	0.8052	0.4632	6859	0.1717	-0.0100	-0.0221
phosphorylation_y	replica	replica	1	prott5_perm	0.7943	0.4396	6633	0.1776	0.8013	0.4623	6633	0.1776	-0.0070	-0.0227
phosphorylation_y	replica	rebuilt	2	esm2_perm	0.7998	0.4564	7095	0.1614	0.8050	0.4602	7095	0.1614	-0.0052	-0.0038
phosphorylation_y	replica	replica	2	esm2_perm	0.8015	0.4531	7086	0.1616	0.8069	0.4634	7086	0.1616	-0.0055	-0.0103
phosphorylation_y	replica	rebuilt	2	interaction_perm	0.7722	0.4100	7095	0.1614	0.8050	0.4602	7095	0.1614	-0.0329	-0.0502
phosphorylation_y	replica	replica	2	interaction_perm	0.7645	0.3882	7086	0.1616	0.8069	0.4634	7086	0.1616	-0.0424	-0.0753
phosphorylation_y	replica	rebuilt	2	prott5_perm	0.7903	0.4089	7095	0.1614	0.8050	0.4602	7095	0.1614	-0.0147	-0.0513
phosphorylation_y	replica	replica	2	prott5_perm	0.7934	0.4182	7086	0.1616	0.8069	0.4634	7086	0.1616	-0.0135	-0.0453
sumoylation_k	rebuilt	rebuilt	0	esm2	0.8320	0.5386	21890	0.1709	0.7851	0.4409	21890	0.1709	0.0470	0.0978
sumoylation_k	rebuilt	replica	0	esm2	0.8310	0.7728	8882	0.4213	0.8112	0.7479	8882	0.4213	0.0198	0.0249
sumoylation_k	rebuilt	rebuilt	0	interaction	0.8096	0.4907	21890	0.1709	0.7851	0.4409	21890	0.1709	0.0246	0.0499
sumoylation_k	rebuilt	replica	0	interaction	0.7907	0.7230	8882	0.4213	0.8112	0.7479	8882	0.4213	-0.0205	-0.0249
sumoylation_k	rebuilt	rebuilt	0	prott5	0.8459	0.5516	21890	0.1709	0.7851	0.4409	21890	0.1709	0.0608	0.1108
sumoylation_k	rebuilt	replica	0	prott5	0.8087	0.7447	8882	0.4213	0.8112	0.7479	8882	0.4213	-0.0025	-0.0032
sumoylation_k	rebuilt	rebuilt	1	esm2	0.8464	0.5399	26404	0.1604	0.7817	0.4317	26404	0.1604	0.0647	0.1082
sumoylation_k	rebuilt	replica	1	esm2	0.8263	0.7291	11821	0.3583	0.7977	0.6977	11821	0.3583	0.0286	0.0314
sumoylation_k	rebuilt	rebuilt	1	interaction	0.8117	0.4808	26404	0.1604	0.7817	0.4317	26404	0.1604	0.0300	0.0491
sumoylation_k	rebuilt	replica	1	interaction	0.7943	0.6886	11821	0.3583	0.7977	0.6977	11821	0.3583	-0.0033	-0.0091
sumoylation_k	rebuilt	rebuilt	1	prott5	0.8437	0.5301	26404	0.1604	0.7817	0.4317	26404	0.1604	0.0620	0.0985
sumoylation_k	rebuilt	replica	1	prott5	0.8289	0.7237	11821	0.3583	0.7977	0.6977	11821	0.3583	0.0312	0.0260
sumoylation_k	rebuilt	rebuilt	2	esm2	0.8424	0.5353	22292	0.1631	0.7740	0.4203	22292	0.1631	0.0684	0.1149
sumoylation_k	rebuilt	replica	2	esm2	0.8046	0.7638	8132	0.4471	0.8040	0.7610	8132	0.4471	0.0006	0.0027
sumoylation_k	rebuilt	rebuilt	2	interaction	0.8120	0.4804	22292	0.1631	0.7740	0.4203	22292	0.1631	0.0380	0.0600
sumoylation_k	rebuilt	replica	2	interaction	0.7886	0.7429	8132	0.4471	0.8040	0.7610	8132	0.4471	-0.0154	-0.0181
sumoylation_k	rebuilt	rebuilt	2	prott5	0.8542	0.5603	22292	0.1631	0.7740	0.4203	22292	0.1631	0.0802	0.1400
sumoylation_k	rebuilt	replica	2	prott5	0.7978	0.7483	8132	0.4471	0.8040	0.7610	8132	0.4471	-0.0062	-0.0128
sumoylation_k	rebuilt	rebuilt	0	esm2_perm	0.7409	0.3741	21890	0.1709	0.7851	0.4409	21890	0.1709	-0.0441	-0.0668
sumoylation_k	rebuilt	replica	0	esm2_perm	0.8005	0.7403	8882	0.4213	0.8112	0.7479	8882	0.4213	-0.0106	-0.0076
sumoylation_k	rebuilt	rebuilt	0	interaction_perm	0.7509	0.3835	21890	0.1709	0.7851	0.4409	21890	0.1709	-0.0341	-0.0574
sumoylation_k	rebuilt	replica	0	interaction_perm	0.8057	0.7586	8882	0.4213	0.8112	0.7479	8882	0.4213	-0.0055	0.0106
sumoylation_k	rebuilt	rebuilt	0	prott5_perm	0.7434	0.3760	21890	0.1709	0.7851	0.4409	21890	0.1709	-0.0416	-0.0648
sumoylation_k	rebuilt	replica	0	prott5_perm	0.8055	0.7472	8882	0.4213	0.8112	0.7479	8882	0.4213	-0.0057	-0.0008
sumoylation_k	rebuilt	rebuilt	1	esm2_perm	0.7325	0.3489	26404	0.1604	0.7817	0.4317	26404	0.1604	-0.0492	-0.0828
sumoylation_k	rebuilt	replica	1	esm2_perm	0.7594	0.6199	11821	0.3583	0.7977	0.6977	11821	0.3583	-0.0383	-0.0778
sumoylation_k	rebuilt	rebuilt	1	interaction_perm	0.7700	0.3928	26404	0.1604	0.7817	0.4317	26404	0.1604	-0.0118	-0.0389
sumoylation_k	rebuilt	replica	1	interaction_perm	0.7928	0.6743	11821	0.3583	0.7977	0.6977	11821	0.3583	-0.0049	-0.0234
sumoylation_k	rebuilt	rebuilt	1	prott5_perm	0.7391	0.3616	26404	0.1604	0.7817	0.4317	26404	0.1604	-0.0426	-0.0701
sumoylation_k	rebuilt	replica	1	prott5_perm	0.7654	0.6461	11821	0.3583	0.7977	0.6977	11821	0.3583	-0.0323	-0.0516
sumoylation_k	rebuilt	rebuilt	2	esm2_perm	0.7303	0.3464	22292	0.1631	0.7740	0.4203	22292	0.1631	-0.0437	-0.0739
sumoylation_k	rebuilt	replica	2	esm2_perm	0.7595	0.6854	8132	0.4471	0.8040	0.7610	8132	0.4471	-0.0445	-0.0756
sumoylation_k	rebuilt	rebuilt	2	interaction_perm	0.7491	0.3803	22292	0.1631	0.7740	0.4203	22292	0.1631	-0.0249	-0.0400
sumoylation_k	rebuilt	replica	2	interaction_perm	0.7584	0.7133	8132	0.4471	0.8040	0.7610	8132	0.4471	-0.0456	-0.0477
sumoylation_k	rebuilt	rebuilt	2	prott5_perm	0.7292	0.3349	22292	0.1631	0.7740	0.4203	22292	0.1631	-0.0448	-0.0854
sumoylation_k	rebuilt	replica	2	prott5_perm	0.7762	0.7194	8132	0.4471	0.8040	0.7610	8132	0.4471	-0.0278	-0.0417
sumoylation_k	replica	rebuilt	0	esm2	0.6973	0.3010	21890	0.1709	0.7734	0.4188	21890	0.1709	-0.0761	-0.1178
sumoylation_k	replica	replica	0	esm2	0.8564	0.8278	8882	0.4213	0.8235	0.7664	8882	0.4213	0.0329	0.0614
sumoylation_k	replica	rebuilt	0	interaction	0.6661	0.2601	21890	0.1709	0.7734	0.4188	21890	0.1709	-0.1073	-0.1587
sumoylation_k	replica	replica	0	interaction	0.8055	0.7409	8882	0.4213	0.8235	0.7664	8882	0.4213	-0.0180	-0.0255
sumoylation_k	replica	rebuilt	0	prott5	0.6949	0.2892	21890	0.1709	0.7734	0.4188	21890	0.1709	-0.0784	-0.1296
sumoylation_k	replica	replica	0	prott5	0.8643	0.8321	8882	0.4213	0.8235	0.7664	8882	0.4213	0.0408	0.0657
sumoylation_k	replica	rebuilt	1	esm2	0.7137	0.2855	26404	0.1604	0.7798	0.4096	26404	0.1604	-0.0662	-0.1242
sumoylation_k	replica	replica	1	esm2	0.8433	0.7579	11821	0.3583	0.8250	0.7309	11821	0.3583	0.0183	0.0270
sumoylation_k	replica	rebuilt	1	interaction	0.6401	0.2131	26404	0.1604	0.7798	0.4096	26404	0.1604	-0.1397	-0.1966
sumoylation_k	replica	replica	1	interaction	0.7921	0.6725	11821	0.3583	0.8250	0.7309	11821	0.3583	-0.0329	-0.0584
sumoylation_k	replica	rebuilt	1	prott5	0.7035	0.2737	26404	0.1604	0.7798	0.4096	26404	0.1604	-0.0763	-0.1360
sumoylation_k	replica	replica	1	prott5	0.8424	0.7697	11821	0.3583	0.8250	0.7309	11821	0.3583	0.0174	0.0388
sumoylation_k	replica	rebuilt	2	esm2	0.7030	0.3004	22292	0.1631	0.7598	0.3913	22292	0.1631	-0.0568	-0.0909
sumoylation_k	replica	replica	2	esm2	0.8599	0.8412	8132	0.4471	0.8043	0.7639	8132	0.4471	0.0556	0.0774
sumoylation_k	replica	rebuilt	2	interaction	0.6480	0.2227	22292	0.1631	0.7598	0.3913	22292	0.1631	-0.1117	-0.1686
sumoylation_k	replica	replica	2	interaction	0.8109	0.7723	8132	0.4471	0.8043	0.7639	8132	0.4471	0.0067	0.0085
sumoylation_k	replica	rebuilt	2	prott5	0.6940	0.2886	22292	0.1631	0.7598	0.3913	22292	0.1631	-0.0657	-0.1027
sumoylation_k	replica	replica	2	prott5	0.8514	0.8347	8132	0.4471	0.8043	0.7639	8132	0.4471	0.0471	0.0708
sumoylation_k	replica	rebuilt	0	esm2_perm	0.7242	0.3305	21890	0.1709	0.7734	0.4188	21890	0.1709	-0.0492	-0.0883
sumoylation_k	replica	replica	0	esm2_perm	0.7542	0.6571	8882	0.4213	0.8235	0.7664	8882	0.4213	-0.0694	-0.1093
sumoylation_k	replica	rebuilt	0	interaction_perm	0.6916	0.2820	21890	0.1709	0.7734	0.4188	21890	0.1709	-0.0817	-0.1368
sumoylation_k	replica	replica	0	interaction_perm	0.7193	0.6355	8882	0.4213	0.8235	0.7664	8882	0.4213	-0.1042	-0.1310
sumoylation_k	replica	rebuilt	0	prott5_perm	0.7329	0.3481	21890	0.1709	0.7734	0.4188	21890	0.1709	-0.0405	-0.0706
sumoylation_k	replica	replica	0	prott5_perm	0.7290	0.6332	8882	0.4213	0.8235	0.7664	8882	0.4213	-0.0945	-0.1333
sumoylation_k	replica	rebuilt	1	esm2_perm	0.7273	0.3286	26404	0.1604	0.7798	0.4096	26404	0.1604	-0.0525	-0.0810
sumoylation_k	replica	replica	1	esm2_perm	0.7622	0.6293	11821	0.3583	0.8250	0.7309	11821	0.3583	-0.0629	-0.1017
sumoylation_k	replica	rebuilt	1	interaction_perm	0.7225	0.3046	26404	0.1604	0.7798	0.4096	26404	0.1604	-0.0573	-0.1051
sumoylation_k	replica	replica	1	interaction_perm	0.7636	0.6346	11821	0.3583	0.8250	0.7309	11821	0.3583	-0.0614	-0.0963
sumoylation_k	replica	rebuilt	1	prott5_perm	0.7227	0.3197	26404	0.1604	0.7798	0.4096	26404	0.1604	-0.0572	-0.0899
sumoylation_k	replica	replica	1	prott5_perm	0.7709	0.6506	11821	0.3583	0.8250	0.7309	11821	0.3583	-0.0541	-0.0803
sumoylation_k	replica	rebuilt	2	esm2_perm	0.7121	0.2953	22292	0.1631	0.7598	0.3913	22292	0.1631	-0.0476	-0.0959
sumoylation_k	replica	replica	2	esm2_perm	0.7602	0.6943	8132	0.4471	0.8043	0.7639	8132	0.4471	-0.0441	-0.0696
sumoylation_k	replica	rebuilt	2	interaction_perm	0.7074	0.2981	22292	0.1631	0.7598	0.3913	22292	0.1631	-0.0523	-0.0932
sumoylation_k	replica	replica	2	interaction_perm	0.7325	0.6650	8132	0.4471	0.8043	0.7639	8132	0.4471	-0.0718	-0.0989
sumoylation_k	replica	rebuilt	2	prott5_perm	0.6996	0.2802	22292	0.1631	0.7598	0.3913	22292	0.1631	-0.0602	-0.1110
sumoylation_k	replica	replica	2	prott5_perm	0.7367	0.6675	8132	0.4471	0.8043	0.7639	8132	0.4471	-0.0676	-0.0963
ubiquitination_k	rebuilt	rebuilt	0	esm2	0.8385	0.6111	45935	0.2315	0.7869	0.4976	45935	0.2315	0.0516	0.1135
ubiquitination_k	rebuilt	replica	0	esm2	0.8268	0.7706	24554	0.4332	0.8065	0.7398	24554	0.4332	0.0202	0.0308
ubiquitination_k	rebuilt	rebuilt	0	interaction	0.8168	0.5641	45935	0.2315	0.7869	0.4976	45935	0.2315	0.0299	0.0665
ubiquitination_k	rebuilt	replica	0	interaction	0.7983	0.7285	24554	0.4332	0.8065	0.7398	24554	0.4332	-0.0083	-0.0113
ubiquitination_k	rebuilt	rebuilt	0	prott5	0.8447	0.6234	45935	0.2315	0.7869	0.4976	45935	0.2315	0.0578	0.1257
ubiquitination_k	rebuilt	replica	0	prott5	0.8333	0.7832	24554	0.4332	0.8065	0.7398	24554	0.4332	0.0268	0.0434
ubiquitination_k	rebuilt	rebuilt	1	esm2	0.8379	0.5932	46429	0.2177	0.7996	0.5035	46429	0.2177	0.0383	0.0897
ubiquitination_k	rebuilt	replica	1	esm2	0.8275	0.7786	23200	0.4357	0.8115	0.7522	23200	0.4357	0.0160	0.0264
ubiquitination_k	rebuilt	rebuilt	1	interaction	0.8273	0.5813	46429	0.2177	0.7996	0.5035	46429	0.2177	0.0276	0.0777
ubiquitination_k	rebuilt	replica	1	interaction	0.7987	0.7443	23200	0.4357	0.8115	0.7522	23200	0.4357	-0.0128	-0.0079
ubiquitination_k	rebuilt	rebuilt	1	prott5	0.8407	0.6153	46429	0.2177	0.7996	0.5035	46429	0.2177	0.0411	0.1117
ubiquitination_k	rebuilt	replica	1	prott5	0.8277	0.7816	23200	0.4357	0.8115	0.7522	23200	0.4357	0.0162	0.0295
ubiquitination_k	rebuilt	rebuilt	2	esm2	0.8419	0.6301	45828	0.2343	0.7961	0.5186	45828	0.2343	0.0459	0.1114
ubiquitination_k	rebuilt	replica	2	esm2	0.8328	0.7822	24806	0.4329	0.8204	0.7572	24806	0.4329	0.0124	0.0250
ubiquitination_k	rebuilt	rebuilt	2	interaction	0.8247	0.5915	45828	0.2343	0.7961	0.5186	45828	0.2343	0.0286	0.0729
ubiquitination_k	rebuilt	replica	2	interaction	0.8113	0.7524	24806	0.4329	0.8204	0.7572	24806	0.4329	-0.0091	-0.0048
ubiquitination_k	rebuilt	rebuilt	2	prott5	0.8487	0.6429	45828	0.2343	0.7961	0.5186	45828	0.2343	0.0526	0.1242
ubiquitination_k	rebuilt	replica	2	prott5	0.8369	0.7866	24806	0.4329	0.8204	0.7572	24806	0.4329	0.0165	0.0294
ubiquitination_k	rebuilt	rebuilt	0	esm2_perm	0.7682	0.4668	45935	0.2315	0.7869	0.4976	45935	0.2315	-0.0187	-0.0308
ubiquitination_k	rebuilt	replica	0	esm2_perm	0.7851	0.7070	24554	0.4332	0.8065	0.7398	24554	0.4332	-0.0214	-0.0328
ubiquitination_k	rebuilt	rebuilt	0	interaction_perm	0.7580	0.4564	45935	0.2315	0.7869	0.4976	45935	0.2315	-0.0289	-0.0412
ubiquitination_k	rebuilt	replica	0	interaction_perm	0.7766	0.6906	24554	0.4332	0.8065	0.7398	24554	0.4332	-0.0299	-0.0492
ubiquitination_k	rebuilt	rebuilt	0	prott5_perm	0.7631	0.4568	45935	0.2315	0.7869	0.4976	45935	0.2315	-0.0237	-0.0408
ubiquitination_k	rebuilt	replica	0	prott5_perm	0.7702	0.6833	24554	0.4332	0.8065	0.7398	24554	0.4332	-0.0364	-0.0565
ubiquitination_k	rebuilt	rebuilt	1	esm2_perm	0.7793	0.4517	46429	0.2177	0.7996	0.5035	46429	0.2177	-0.0203	-0.0518
ubiquitination_k	rebuilt	replica	1	esm2_perm	0.7853	0.7007	23200	0.4357	0.8115	0.7522	23200	0.4357	-0.0262	-0.0515
ubiquitination_k	rebuilt	rebuilt	1	interaction_perm	0.7619	0.4372	46429	0.2177	0.7996	0.5035	46429	0.2177	-0.0378	-0.0663
ubiquitination_k	rebuilt	replica	1	interaction_perm	0.7718	0.6857	23200	0.4357	0.8115	0.7522	23200	0.4357	-0.0397	-0.0665
ubiquitination_k	rebuilt	rebuilt	1	prott5_perm	0.7615	0.4281	46429	0.2177	0.7996	0.5035	46429	0.2177	-0.0382	-0.0754
ubiquitination_k	rebuilt	replica	1	prott5_perm	0.7850	0.7098	23200	0.4357	0.8115	0.7522	23200	0.4357	-0.0266	-0.0424
ubiquitination_k	rebuilt	rebuilt	2	esm2_perm	0.7667	0.4584	45828	0.2343	0.7961	0.5186	45828	0.2343	-0.0293	-0.0603
ubiquitination_k	rebuilt	replica	2	esm2_perm	0.7832	0.6945	24806	0.4329	0.8204	0.7572	24806	0.4329	-0.0372	-0.0627
ubiquitination_k	rebuilt	rebuilt	2	interaction_perm	0.7556	0.4422	45828	0.2343	0.7961	0.5186	45828	0.2343	-0.0404	-0.0764
ubiquitination_k	rebuilt	replica	2	interaction_perm	0.7864	0.7025	24806	0.4329	0.8204	0.7572	24806	0.4329	-0.0340	-0.0547
ubiquitination_k	rebuilt	rebuilt	2	prott5_perm	0.7504	0.4338	45828	0.2343	0.7961	0.5186	45828	0.2343	-0.0457	-0.0849
ubiquitination_k	rebuilt	replica	2	prott5_perm	0.7588	0.6537	24806	0.4329	0.8204	0.7572	24806	0.4329	-0.0616	-0.1035
ubiquitination_k	replica	rebuilt	0	esm2	0.7722	0.4622	45935	0.2315	0.7878	0.5005	45935	0.2315	-0.0155	-0.0383
ubiquitination_k	replica	replica	0	esm2	0.8668	0.8400	24554	0.4332	0.8204	0.7593	24554	0.4332	0.0465	0.0807
ubiquitination_k	replica	rebuilt	0	interaction	0.7579	0.4355	45935	0.2315	0.7878	0.5005	45935	0.2315	-0.0299	-0.0650
ubiquitination_k	replica	replica	0	interaction	0.8213	0.7663	24554	0.4332	0.8204	0.7593	24554	0.4332	0.0009	0.0070
ubiquitination_k	replica	rebuilt	0	prott5	0.7734	0.4582	45935	0.2315	0.7878	0.5005	45935	0.2315	-0.0144	-0.0424
ubiquitination_k	replica	replica	0	prott5	0.8773	0.8526	24554	0.4332	0.8204	0.7593	24554	0.4332	0.0569	0.0933
ubiquitination_k	replica	rebuilt	1	esm2	0.7675	0.4441	46429	0.2177	0.7764	0.4715	46429	0.2177	-0.0089	-0.0273
ubiquitination_k	replica	replica	1	esm2	0.8625	0.8378	23200	0.4357	0.8159	0.7548	23200	0.4357	0.0465	0.0830
ubiquitination_k	replica	rebuilt	1	interaction	0.7460	0.4001	46429	0.2177	0.7764	0.4715	46429	0.2177	-0.0305	-0.0714
ubiquitination_k	replica	replica	1	interaction	0.8157	0.7545	23200	0.4357	0.8159	0.7548	23200	0.4357	-0.0003	-0.0003
ubiquitination_k	replica	rebuilt	1	prott5	0.7702	0.4528	46429	0.2177	0.7764	0.4715	46429	0.2177	-0.0062	-0.0186
ubiquitination_k	replica	replica	1	prott5	0.8625	0.8392	23200	0.4357	0.8159	0.7548	23200	0.4357	0.0466	0.0844
ubiquitination_k	replica	rebuilt	2	esm2	0.7814	0.4785	45828	0.2343	0.7911	0.5059	45828	0.2343	-0.0097	-0.0273
ubiquitination_k	replica	replica	2	esm2	0.8653	0.8368	24806	0.4329	0.8225	0.7587	24806	0.4329	0.0428	0.0781
ubiquitination_k	replica	rebuilt	2	interaction	0.7631	0.4475	45828	0.2343	0.7911	0.5059	45828	0.2343	-0.0280	-0.0583
ubiquitination_k	replica	replica	2	interaction	0.8071	0.7345	24806	0.4329	0.8225	0.7587	24806	0.4329	-0.0155	-0.0241
ubiquitination_k	replica	rebuilt	2	prott5	0.7735	0.4558	45828	0.2343	0.7911	0.5059	45828	0.2343	-0.0176	-0.0501
ubiquitination_k	replica	replica	2	prott5	0.8642	0.8337	24806	0.4329	0.8225	0.7587	24806	0.4329	0.0417	0.0751
ubiquitination_k	replica	rebuilt	0	esm2_perm	0.7665	0.4623	45935	0.2315	0.7878	0.5005	45935	0.2315	-0.0213	-0.0382
ubiquitination_k	replica	replica	0	esm2_perm	0.7967	0.7285	24554	0.4332	0.8204	0.7593	24554	0.4332	-0.0237	-0.0308
ubiquitination_k	replica	rebuilt	0	interaction_perm	0.7518	0.4316	45935	0.2315	0.7878	0.5005	45935	0.2315	-0.0360	-0.0689
ubiquitination_k	replica	replica	0	interaction_perm	0.7807	0.6948	24554	0.4332	0.8204	0.7593	24554	0.4332	-0.0396	-0.0644
ubiquitination_k	replica	rebuilt	0	prott5_perm	0.7524	0.4489	45935	0.2315	0.7878	0.5005	45935	0.2315	-0.0354	-0.0516
ubiquitination_k	replica	replica	0	prott5_perm	0.7767	0.7006	24554	0.4332	0.8204	0.7593	24554	0.4332	-0.0437	-0.0586
ubiquitination_k	replica	rebuilt	1	esm2_perm	0.7570	0.4337	46429	0.2177	0.7764	0.4715	46429	0.2177	-0.0194	-0.0378
ubiquitination_k	replica	replica	1	esm2_perm	0.7815	0.7011	23200	0.4357	0.8159	0.7548	23200	0.4357	-0.0344	-0.0537
ubiquitination_k	replica	rebuilt	1	interaction_perm	0.7534	0.4205	46429	0.2177	0.7764	0.4715	46429	0.2177	-0.0230	-0.0509
ubiquitination_k	replica	replica	1	interaction_perm	0.7809	0.6985	23200	0.4357	0.8159	0.7548	23200	0.4357	-0.0350	-0.0562
ubiquitination_k	replica	rebuilt	1	prott5_perm	0.7551	0.4319	46429	0.2177	0.7764	0.4715	46429	0.2177	-0.0213	-0.0395
ubiquitination_k	replica	replica	1	prott5_perm	0.7906	0.7251	23200	0.4357	0.8159	0.7548	23200	0.4357	-0.0253	-0.0297
ubiquitination_k	replica	rebuilt	2	esm2_perm	0.7629	0.4551	45828	0.2343	0.7911	0.5059	45828	0.2343	-0.0282	-0.0507
ubiquitination_k	replica	replica	2	esm2_perm	0.7833	0.6983	24806	0.4329	0.8225	0.7587	24806	0.4329	-0.0392	-0.0603
ubiquitination_k	replica	rebuilt	2	interaction_perm	0.7719	0.4745	45828	0.2343	0.7911	0.5059	45828	0.2343	-0.0192	-0.0314
ubiquitination_k	replica	replica	2	interaction_perm	0.7864	0.7034	24806	0.4329	0.8225	0.7587	24806	0.4329	-0.0361	-0.0553
ubiquitination_k	replica	rebuilt	2	prott5_perm	0.7594	0.4563	45828	0.2343	0.7911	0.5059	45828	0.2343	-0.0317	-0.0496
ubiquitination_k	replica	replica	2	prott5_perm	0.7797	0.7014	24806	0.4329	0.8225	0.7587	24806	0.4329	-0.0429	-0.0573
